Vardas              Pavardė             Galutinis (Vid.)    Galutinis (Med.)   
Vardas2064          Pavarde2064         5.05                6.00                
Vardas9779          Pavarde9779         5.05                5.50                
Vardas3943          Pavarde3943         5.05                5.00                
Vardas8106          Pavarde8106         5.05                5.00                
Vardas1969          Pavarde1969         5.05                5.00                
Vardas1612          Pavarde1612         5.05                5.00                
Vardas9161          Pavarde9161         5.05                5.00                
Vardas346           Pavarde346          5.05                5.00                
Vardas9426          Pavarde9426         5.05                5.00                
Vardas4558          Pavarde4558         5.05                5.50                
Vardas9428          Pavarde9428         5.05                5.00                
Vardas9742          Pavarde9742         5.05                5.50                
Vardas2946          Pavarde2946         5.05                5.00                
Vardas8553          Pavarde8553         5.05                5.00                
Vardas8848          Pavarde8848         5.05                5.00                
Vardas4753          Pavarde4753         5.05                4.50                
Vardas7774          Pavarde7774         5.05                5.50                
Vardas2182          Pavarde2182         5.05                5.00                
Vardas827           Pavarde827          5.05                5.50                
Vardas5190          Pavarde5190         5.05                4.50                
Vardas4931          Pavarde4931         5.05                5.50                
Vardas7829          Pavarde7829         5.05                5.00                
Vardas581           Pavarde581          5.05                4.50                
Vardas6384          Pavarde6384         5.05                5.00                
Vardas7719          Pavarde7719         5.05                5.00                
Vardas50            Pavarde50           5.05                4.50                
Vardas174           Pavarde174          5.05                5.00                
Vardas2179          Pavarde2179         5.05                5.00                
Vardas439           Pavarde439          5.05                5.50                
Vardas9659          Pavarde9659         5.05                5.50                
Vardas8887          Pavarde8887         5.05                5.00                
Vardas4286          Pavarde4286         5.05                5.50                
Vardas1408          Pavarde1408         5.05                4.50                
Vardas5270          Pavarde5270         5.05                5.00                
Vardas7448          Pavarde7448         5.04                7.00                
Vardas2619          Pavarde2619         5.04                6.50                
Vardas7840          Pavarde7840         5.04                6.50                
Vardas5908          Pavarde5908         5.04                8.00                
Vardas162           Pavarde162          5.04                6.00                
Vardas4218          Pavarde4218         5.04                6.50                
Vardas5316          Pavarde5316         5.04                6.50                
Vardas2527          Pavarde2527         5.04                7.00                
Vardas1881          Pavarde1881         5.04                7.50                
Vardas79            Pavarde79           5.04                2.50                
Vardas1372          Pavarde1372         5.03                4.50                
Vardas5285          Pavarde5285         5.03                5.00                
Vardas6717          Pavarde6717         5.03                5.00                
Vardas9883          Pavarde9883         5.03                5.00                
Vardas358           Pavarde358          5.03                4.50                
Vardas9119          Pavarde9119         5.03                5.00                
Vardas7431          Pavarde7431         5.03                4.50                
Vardas2492          Pavarde2492         5.03                5.00                
Vardas5798          Pavarde5798         5.03                5.00                
Vardas8763          Pavarde8763         5.03                5.50                
Vardas8691          Pavarde8691         5.03                5.50                
Vardas3904          Pavarde3904         5.03                5.00                
Vardas3644          Pavarde3644         5.03                5.00                
Vardas1415          Pavarde1415         5.03                5.00                
Vardas6591          Pavarde6591         5.03                4.50                
Vardas2780          Pavarde2780         5.03                5.00                
Vardas9394          Pavarde9394         5.03                5.00                
Vardas56            Pavarde56           5.03                5.50                
Vardas1654          Pavarde1654         5.03                5.00                
Vardas9440          Pavarde9440         5.03                5.50                
Vardas8589          Pavarde8589         5.03                4.50                
Vardas4180          Pavarde4180         5.03                5.00                
Vardas8717          Pavarde8717         5.03                5.00                
Vardas9294          Pavarde9294         5.03                5.00                
Vardas3713          Pavarde3713         5.03                5.00                
Vardas9609          Pavarde9609         5.03                5.00                
Vardas9746          Pavarde9746         5.03                6.00                
Vardas5779          Pavarde5779         5.03                5.00                
Vardas6199          Pavarde6199         5.03                5.00                
Vardas156           Pavarde156          5.01                7.00                
Vardas6352          Pavarde6352         5.01                6.50                
Vardas2313          Pavarde2313         5.01                6.50                
Vardas72            Pavarde72           5.01                7.00                
Vardas6116          Pavarde6116         5.01                7.50                
Vardas2015          Pavarde2015         5.01                7.50                
Vardas8951          Pavarde8951         5.01                7.00                
Vardas7998          Pavarde7998         5.01                6.50                
Vardas3608          Pavarde3608         5.01                6.00                
Vardas3829          Pavarde3829         5.01                7.00                
Vardas5405          Pavarde5405         5.01                6.50                
Vardas6262          Pavarde6262         5.01                7.50                
Vardas941           Pavarde941          5.01                3.00                
Vardas9411          Pavarde9411         5.00                4.50                
Vardas2085          Pavarde2085         5.00                5.50                
Vardas7466          Pavarde7466         5.00                5.00                
Vardas5459          Pavarde5459         5.00                5.00                
Vardas4760          Pavarde4760         5.00                5.50                
Vardas6273          Pavarde6273         5.00                5.00                
Vardas7219          Pavarde7219         5.00                4.50                
Vardas6145          Pavarde6145         5.00                5.50                
Vardas4867          Pavarde4867         5.00                5.00                
Vardas8499          Pavarde8499         5.00                4.50                
Vardas3159          Pavarde3159         5.00                5.00                
Vardas8966          Pavarde8966         5.00                5.00                
Vardas9266          Pavarde9266         5.00                5.00                
Vardas192           Pavarde192          5.00                4.50                
Vardas4491          Pavarde4491         5.00                5.00                
Vardas7057          Pavarde7057         5.00                5.00                
Vardas1684          Pavarde1684         5.00                5.00                
Vardas2904          Pavarde2904         5.00                5.50                
Vardas7612          Pavarde7612         5.00                5.00                
Vardas3177          Pavarde3177         5.00                5.00                
Vardas9190          Pavarde9190         5.00                4.50                
Vardas911           Pavarde911          5.00                5.00                
Vardas2024          Pavarde2024         5.00                4.50                
Vardas3694          Pavarde3694         4.99                6.50                
Vardas1847          Pavarde1847         4.99                6.50                
Vardas4334          Pavarde4334         4.99                6.50                
Vardas7677          Pavarde7677         4.99                6.50                
Vardas4549          Pavarde4549         4.99                6.50                
Vardas6299          Pavarde6299         4.99                8.00                
Vardas9177          Pavarde9177         4.99                7.50                
Vardas8171          Pavarde8171         4.99                6.00                
Vardas3219          Pavarde3219         4.99                7.00                
Vardas4818          Pavarde4818         4.99                6.50                
Vardas1459          Pavarde1459         4.99                6.00                
Vardas3936          Pavarde3936         4.99                7.00                
Vardas3995          Pavarde3995         4.99                7.00                
Vardas3363          Pavarde3363         4.99                6.50                
Vardas5159          Pavarde5159         4.99                6.00                
Vardas6839          Pavarde6839         4.99                6.50                
Vardas1877          Pavarde1877         4.99                7.50                
Vardas4992          Pavarde4992         4.99                7.50                
Vardas1681          Pavarde1681         4.99                5.00                
Vardas6067          Pavarde6067         4.99                6.50                
Vardas2582          Pavarde2582         4.99                7.00                
Vardas245           Pavarde245          4.99                6.50                
Vardas2261          Pavarde2261         4.99                5.50                
Vardas7713          Pavarde7713         4.99                3.00                
Vardas8220          Pavarde8220         4.99                6.00                
Vardas3984          Pavarde3984         4.99                6.50                
Vardas5469          Pavarde5469         4.99                3.50                
Vardas8730          Pavarde8730         4.99                5.50                
Vardas2202          Pavarde2202         4.99                6.50                
Vardas9044          Pavarde9044         4.97                4.50                
Vardas3610          Pavarde3610         4.97                4.50                
Vardas8676          Pavarde8676         4.97                5.00                
Vardas2628          Pavarde2628         4.97                4.50                
Vardas4885          Pavarde4885         4.97                5.00                
Vardas7419          Pavarde7419         4.97                4.50                
Vardas4301          Pavarde4301         4.97                5.00                
Vardas6408          Pavarde6408         4.97                5.00                
Vardas7498          Pavarde7498         4.97                4.50                
Vardas2244          Pavarde2244         4.97                5.00                
Vardas3888          Pavarde3888         4.97                5.00                
Vardas7330          Pavarde7330         4.97                5.00                
Vardas4531          Pavarde4531         4.97                5.00                
Vardas1608          Pavarde1608         4.97                5.50                
Vardas9443          Pavarde9443         4.97                4.50                
Vardas6592          Pavarde6592         4.97                5.50                
Vardas3748          Pavarde3748         4.97                4.50                
Vardas4899          Pavarde4899         4.97                5.00                
Vardas57            Pavarde57           4.97                5.50                
Vardas7046          Pavarde7046         4.97                4.50                
Vardas9782          Pavarde9782         4.97                4.50                
Vardas6850          Pavarde6850         4.97                5.00                
Vardas7999          Pavarde7999         4.97                4.00                
Vardas2581          Pavarde2581         4.97                5.00                
Vardas8502          Pavarde8502         4.97                6.00                
Vardas6176          Pavarde6176         4.97                4.00                
Vardas7683          Pavarde7683         4.96                6.50                
Vardas6396          Pavarde6396         4.96                7.00                
Vardas9062          Pavarde9062         4.96                8.00                
Vardas6796          Pavarde6796         4.96                6.00                
Vardas7507          Pavarde7507         4.96                6.00                
Vardas7804          Pavarde7804         4.96                7.00                
Vardas8397          Pavarde8397         4.96                6.00                
Vardas7657          Pavarde7657         4.96                5.50                
Vardas1825          Pavarde1825         4.96                7.00                
Vardas7471          Pavarde7471         4.96                6.50                
Vardas7798          Pavarde7798         4.96                7.00                
Vardas5474          Pavarde5474         4.96                6.50                
Vardas5274          Pavarde5274         4.96                7.00                
Vardas3986          Pavarde3986         4.96                6.00                
Vardas5307          Pavarde5307         4.96                7.00                
Vardas3918          Pavarde3918         4.96                6.50                
Vardas8997          Pavarde8997         4.96                6.50                
Vardas4688          Pavarde4688         4.96                6.50                
Vardas6047          Pavarde6047         4.96                6.00                
Vardas9810          Pavarde9810         4.96                7.00                
Vardas9878          Pavarde9878         4.95                4.50                
Vardas9842          Pavarde9842         4.95                5.00                
Vardas5678          Pavarde5678         4.95                5.50                
Vardas2333          Pavarde2333         4.95                4.50                
Vardas8782          Pavarde8782         4.95                4.00                
Vardas600           Pavarde600          4.95                5.00                
Vardas4618          Pavarde4618         4.95                5.00                
Vardas9931          Pavarde9931         4.95                5.00                
Vardas2193          Pavarde2193         4.95                4.00                
Vardas9181          Pavarde9181         4.95                5.00                
Vardas6513          Pavarde6513         4.95                4.50                
Vardas5607          Pavarde5607         4.95                5.00                
Vardas5993          Pavarde5993         4.95                4.50                
Vardas4481          Pavarde4481         4.95                4.50                
Vardas1690          Pavarde1690         4.95                4.50                
Vardas2898          Pavarde2898         4.95                4.00                
Vardas9025          Pavarde9025         4.95                4.50                
Vardas8545          Pavarde8545         4.95                5.00                
Vardas9136          Pavarde9136         4.93                6.00                
Vardas5708          Pavarde5708         4.93                5.50                
Vardas6669          Pavarde6669         4.93                6.50                
Vardas2673          Pavarde2673         4.93                5.50                
Vardas8149          Pavarde8149         4.93                8.00                
Vardas8454          Pavarde8454         4.93                6.50                
Vardas3844          Pavarde3844         4.93                6.00                
Vardas9146          Pavarde9146         4.93                6.00                
Vardas6675          Pavarde6675         4.93                6.50                
Vardas3632          Pavarde3632         4.93                7.00                
Vardas1478          Pavarde1478         4.93                6.50                
Vardas4269          Pavarde4269         4.93                6.00                
Vardas8214          Pavarde8214         4.93                6.00                
Vardas7658          Pavarde7658         4.93                6.50                
Vardas6256          Pavarde6256         4.93                6.50                
Vardas1559          Pavarde1559         4.93                6.00                
Vardas1905          Pavarde1905         4.93                6.50                
Vardas1117          Pavarde1117         4.93                6.50                
Vardas3094          Pavarde3094         4.93                6.00                
Vardas513           Pavarde513          4.93                7.00                
Vardas3006          Pavarde3006         4.93                6.50                
Vardas752           Pavarde752          4.93                7.50                
Vardas4017          Pavarde4017         4.93                6.50                
Vardas9576          Pavarde9576         4.93                6.00                
Vardas9619          Pavarde9619         4.93                5.50                
Vardas3482          Pavarde3482         4.93                6.50                
Vardas4265          Pavarde4265         4.93                6.00                
Vardas585           Pavarde585          4.93                6.50                
Vardas6986          Pavarde6986         4.93                3.00                
Vardas5104          Pavarde5104         4.92                4.00                
Vardas4057          Pavarde4057         4.92                3.50                
Vardas793           Pavarde793          4.92                5.00                
Vardas9232          Pavarde9232         4.92                3.50                
Vardas7075          Pavarde7075         4.92                5.50                
Vardas9280          Pavarde9280         4.92                5.00                
Vardas3302          Pavarde3302         4.92                4.00                
Vardas274           Pavarde274          4.92                4.00                
Vardas6130          Pavarde6130         4.92                4.50                
Vardas5748          Pavarde5748         4.92                5.00                
Vardas2575          Pavarde2575         4.92                5.50                
Vardas7167          Pavarde7167         4.92                4.00                
Vardas6329          Pavarde6329         4.92                4.50                
Vardas4445          Pavarde4445         4.92                4.50                
Vardas9022          Pavarde9022         4.92                4.00                
Vardas4437          Pavarde4437         4.92                4.50                
Vardas3007          Pavarde3007         4.92                5.00                
Vardas6963          Pavarde6963         4.92                4.00                
Vardas1882          Pavarde1882         4.92                5.00                
Vardas3490          Pavarde3490         4.91                6.50                
Vardas987           Pavarde987          4.91                7.00                
Vardas6007          Pavarde6007         4.91                6.50                
Vardas4891          Pavarde4891         4.91                5.50                
Vardas246           Pavarde246          4.91                6.50                
Vardas3373          Pavarde3373         4.91                6.50                
Vardas6680          Pavarde6680         4.91                7.00                
Vardas774           Pavarde774          4.91                6.00                
Vardas2524          Pavarde2524         4.91                6.00                
Vardas9573          Pavarde9573         4.91                5.50                
Vardas7123          Pavarde7123         4.91                6.00                
Vardas4600          Pavarde4600         4.91                7.00                
Vardas1929          Pavarde1929         4.91                6.00                
Vardas4215          Pavarde4215         4.91                6.00                
Vardas2827          Pavarde2827         4.91                5.50                
Vardas2403          Pavarde2403         4.91                6.00                
Vardas5457          Pavarde5457         4.89                4.50                
Vardas319           Pavarde319          4.89                4.50                
Vardas896           Pavarde896          4.89                4.00                
Vardas9101          Pavarde9101         4.89                5.00                
Vardas4089          Pavarde4089         4.89                5.00                
Vardas1846          Pavarde1846         4.89                5.00                
Vardas6940          Pavarde6940         4.89                5.00                
Vardas3066          Pavarde3066         4.89                4.00                
Vardas5624          Pavarde5624         4.89                5.00                
Vardas7300          Pavarde7300         4.89                4.50                
Vardas59            Pavarde59           4.89                5.00                
Vardas6225          Pavarde6225         4.89                7.00                
Vardas8700          Pavarde8700         4.89                4.50                
Vardas9171          Pavarde9171         4.89                4.00                
Vardas5826          Pavarde5826         4.88                6.00                
Vardas8468          Pavarde8468         4.88                6.50                
Vardas4672          Pavarde4672         4.88                5.00                
Vardas9827          Pavarde9827         4.88                6.00                
Vardas8250          Pavarde8250         4.88                6.00                
Vardas854           Pavarde854          4.88                5.50                
Vardas3565          Pavarde3565         4.88                5.50                
Vardas8248          Pavarde8248         4.88                5.50                
Vardas9155          Pavarde9155         4.88                6.50                
Vardas6686          Pavarde6686         4.88                7.00                
Vardas5927          Pavarde5927         4.88                5.50                
Vardas2013          Pavarde2013         4.88                6.50                
Vardas5485          Pavarde5485         4.88                6.00                
Vardas3729          Pavarde3729         4.88                6.00                
Vardas5382          Pavarde5382         4.88                7.00                
Vardas1271          Pavarde1271         4.88                6.00                
Vardas7857          Pavarde7857         4.88                6.50                
Vardas891           Pavarde891          4.88                5.00                
Vardas8620          Pavarde8620         4.88                6.00                
Vardas7627          Pavarde7627         4.88                6.00                
Vardas4513          Pavarde4513         4.88                6.50                
Vardas544           Pavarde544          4.87                4.50                
Vardas1037          Pavarde1037         4.87                5.00                
Vardas8773          Pavarde8773         4.87                5.00                
Vardas3667          Pavarde3667         4.87                5.00                
Vardas7836          Pavarde7836         4.87                4.50                
Vardas7519          Pavarde7519         4.87                4.00                
Vardas898           Pavarde898          4.87                5.50                
Vardas6517          Pavarde6517         4.87                4.50                
Vardas4179          Pavarde4179         4.87                4.50                
Vardas1514          Pavarde1514         4.87                4.00                
Vardas1824          Pavarde1824         4.87                4.00                
Vardas2548          Pavarde2548         4.87                3.50                
Vardas5510          Pavarde5510         4.87                4.50                
Vardas3370          Pavarde3370         4.87                5.00                
Vardas3027          Pavarde3027         4.87                4.50                
Vardas8297          Pavarde8297         4.87                5.00                
Vardas966           Pavarde966          4.87                5.00                
Vardas2916          Pavarde2916         4.87                4.00                
Vardas3082          Pavarde3082         4.87                5.00                
Vardas2087          Pavarde2087         4.87                4.50                
Vardas1836          Pavarde1836         4.87                4.00                
Vardas3880          Pavarde3880         4.87                4.50                
Vardas9182          Pavarde9182         4.87                4.50                
Vardas6157          Pavarde6157         4.87                4.50                
Vardas1242          Pavarde1242         4.85                6.00                
Vardas5150          Pavarde5150         4.85                7.00                
Vardas1477          Pavarde1477         4.85                5.50                
Vardas7302          Pavarde7302         4.85                5.50                
Vardas3196          Pavarde3196         4.85                7.00                
Vardas1048          Pavarde1048         4.85                5.50                
Vardas5427          Pavarde5427         4.85                7.50                
Vardas3181          Pavarde3181         4.85                6.00                
Vardas5444          Pavarde5444         4.85                6.50                
Vardas4133          Pavarde4133         4.85                6.00                
Vardas7003          Pavarde7003         4.85                5.50                
Vardas8913          Pavarde8913         4.85                6.50                
Vardas6906          Pavarde6906         4.85                5.50                
Vardas5535          Pavarde5535         4.85                6.50                
Vardas7085          Pavarde7085         4.85                6.00                
Vardas8686          Pavarde8686         4.85                5.00                
Vardas9495          Pavarde9495         4.85                5.50                
Vardas740           Pavarde740          4.85                5.50                
Vardas9158          Pavarde9158         4.85                6.50                
Vardas2667          Pavarde2667         4.85                6.00                
Vardas5156          Pavarde5156         4.85                6.00                
Vardas8369          Pavarde8369         4.85                5.50                
Vardas571           Pavarde571          4.85                6.50                
Vardas6698          Pavarde6698         4.85                6.00                
Vardas2419          Pavarde2419         4.85                7.00                
Vardas7171          Pavarde7171         4.85                6.00                
Vardas7315          Pavarde7315         4.84                4.50                
Vardas7861          Pavarde7861         4.84                7.50                
Vardas7893          Pavarde7893         4.84                5.00                
Vardas6696          Pavarde6696         4.84                5.00                
Vardas7850          Pavarde7850         4.84                4.00                
Vardas3607          Pavarde3607         4.84                4.00                
Vardas1947          Pavarde1947         4.84                4.00                
Vardas1150          Pavarde1150         4.84                4.00                
Vardas882           Pavarde882          4.84                4.00                
Vardas9274          Pavarde9274         4.84                4.00                
Vardas8082          Pavarde8082         4.84                4.50                
Vardas9078          Pavarde9078         4.84                5.00                
Vardas1280          Pavarde1280         4.84                4.50                
Vardas1849          Pavarde1849         4.84                4.00                
Vardas2782          Pavarde2782         4.84                4.50                
Vardas6276          Pavarde6276         4.84                5.00                
Vardas9405          Pavarde9405         4.84                4.50                
Vardas6548          Pavarde6548         4.84                4.00                
Vardas6501          Pavarde6501         4.83                6.00                
Vardas4656          Pavarde4656         4.83                5.50                
Vardas1395          Pavarde1395         4.83                5.50                
Vardas7870          Pavarde7870         4.83                6.00                
Vardas787           Pavarde787          4.83                5.50                
Vardas8405          Pavarde8405         4.83                5.00                
Vardas3581          Pavarde3581         4.83                6.00                
Vardas7013          Pavarde7013         4.83                6.00                
Vardas7309          Pavarde7309         4.83                6.00                
Vardas301           Pavarde301          4.83                5.50                
Vardas6138          Pavarde6138         4.83                5.50                
Vardas1287          Pavarde1287         4.83                6.00                
Vardas9248          Pavarde9248         4.83                5.00                
Vardas1611          Pavarde1611         4.83                5.50                
Vardas2446          Pavarde2446         4.83                6.00                
Vardas9804          Pavarde9804         4.83                5.50                
Vardas7791          Pavarde7791         4.83                6.50                
Vardas2772          Pavarde2772         4.83                5.00                
Vardas680           Pavarde680          4.83                6.50                
Vardas4547          Pavarde4547         4.83                6.50                
Vardas6665          Pavarde6665         4.83                5.50                
Vardas1733          Pavarde1733         4.83                5.50                
Vardas6032          Pavarde6032         4.83                6.00                
Vardas4550          Pavarde4550         4.83                7.00                
Vardas8318          Pavarde8318         4.83                6.00                
Vardas7154          Pavarde7154         4.83                6.00                
Vardas3054          Pavarde3054         4.83                6.50                
Vardas3778          Pavarde3778         4.83                7.50                
Vardas4487          Pavarde4487         4.83                6.50                
Vardas695           Pavarde695          4.83                6.00                
Vardas1020          Pavarde1020         4.83                6.50                
Vardas7402          Pavarde7402         4.81                5.00                
Vardas8530          Pavarde8530         4.81                4.00                
Vardas311           Pavarde311          4.81                4.00                
Vardas8866          Pavarde8866         4.81                5.00                
Vardas6121          Pavarde6121         4.81                5.00                
Vardas7924          Pavarde7924         4.81                5.00                
Vardas5662          Pavarde5662         4.81                4.50                
Vardas9715          Pavarde9715         4.81                4.50                
Vardas7717          Pavarde7717         4.81                4.50                
Vardas7779          Pavarde7779         4.81                4.50                
Vardas6148          Pavarde6148         4.81                5.00                
Vardas694           Pavarde694          4.81                4.00                
Vardas3903          Pavarde3903         4.80                7.00                
Vardas929           Pavarde929          4.80                6.00                
Vardas3711          Pavarde3711         4.80                6.00                
Vardas3172          Pavarde3172         4.80                6.00                
Vardas3067          Pavarde3067         4.80                7.00                
Vardas43            Pavarde43           4.80                5.00                
Vardas8464          Pavarde8464         4.80                6.00                
Vardas7960          Pavarde7960         4.80                5.50                
Vardas2679          Pavarde2679         4.80                6.50                
Vardas8540          Pavarde8540         4.80                5.50                
Vardas7239          Pavarde7239         4.80                6.00                
Vardas5817          Pavarde5817         4.80                6.00                
Vardas3885          Pavarde3885         4.80                6.00                
Vardas2567          Pavarde2567         4.80                5.50                
Vardas7310          Pavarde7310         4.80                6.00                
Vardas4333          Pavarde4333         4.80                5.50                
Vardas1165          Pavarde1165         4.80                6.50                
Vardas8896          Pavarde8896         4.80                6.00                
Vardas1251          Pavarde1251         4.80                5.50                
Vardas4129          Pavarde4129         4.80                5.00                
Vardas1272          Pavarde1272         4.80                6.50                
Vardas758           Pavarde758          4.80                6.50                
Vardas7030          Pavarde7030         4.80                6.00                
Vardas3019          Pavarde3019         4.80                6.00                
Vardas985           Pavarde985          4.80                6.00                
Vardas4569          Pavarde4569         4.80                5.50                
Vardas7014          Pavarde7014         4.80                6.00                
Vardas205           Pavarde205          4.80                6.50                
Vardas5169          Pavarde5169         4.79                4.00                
Vardas6034          Pavarde6034         4.79                4.00                
Vardas1795          Pavarde1795         4.79                4.00                
Vardas7267          Pavarde7267         4.79                4.50                
Vardas7478          Pavarde7478         4.79                4.50                
Vardas9897          Pavarde9897         4.79                5.00                
Vardas6886          Pavarde6886         4.79                4.50                
Vardas5066          Pavarde5066         4.79                4.50                
Vardas6937          Pavarde6937         4.79                7.50                
Vardas986           Pavarde986          4.79                3.50                
Vardas7949          Pavarde7949         4.79                5.00                
Vardas4080          Pavarde4080         4.79                4.50                
Vardas5220          Pavarde5220         4.79                5.00                
Vardas9752          Pavarde9752         4.79                4.50                
Vardas7291          Pavarde7291         4.77                7.00                
Vardas8096          Pavarde8096         4.77                5.50                
Vardas7263          Pavarde7263         4.77                6.50                
Vardas2542          Pavarde2542         4.77                6.50                
Vardas5991          Pavarde5991         4.77                5.50                
Vardas3436          Pavarde3436         4.77                6.50                
Vardas8483          Pavarde8483         4.77                5.50                
Vardas4868          Pavarde4868         4.77                5.00                
Vardas5986          Pavarde5986         4.77                6.00                
Vardas3166          Pavarde3166         4.77                6.50                
Vardas3881          Pavarde3881         4.77                6.00                
Vardas5875          Pavarde5875         4.77                6.00                
Vardas3686          Pavarde3686         4.77                4.00                
Vardas9604          Pavarde9604         4.77                6.50                
Vardas6659          Pavarde6659         4.77                6.00                
Vardas4507          Pavarde4507         4.77                6.00                
Vardas1574          Pavarde1574         4.77                5.50                
Vardas7907          Pavarde7907         4.77                6.00                
Vardas942           Pavarde942          4.77                6.00                
Vardas8672          Pavarde8672         4.77                5.50                
Vardas7339          Pavarde7339         4.77                7.00                
Vardas5128          Pavarde5128         4.77                6.00                
Vardas7856          Pavarde7856         4.77                5.50                
Vardas9244          Pavarde9244         4.77                6.00                
Vardas8289          Pavarde8289         4.77                5.50                
Vardas7272          Pavarde7272         4.77                6.00                
Vardas2337          Pavarde2337         4.77                5.50                
Vardas4863          Pavarde4863         4.76                4.00                
Vardas9162          Pavarde9162         4.76                4.50                
Vardas8888          Pavarde8888         4.76                3.50                
Vardas7704          Pavarde7704         4.76                4.00                
Vardas7634          Pavarde7634         4.76                4.50                
Vardas1193          Pavarde1193         4.76                4.50                
Vardas7619          Pavarde7619         4.76                4.50                
Vardas3291          Pavarde3291         4.76                3.00                
Vardas9645          Pavarde9645         4.76                5.00                
Vardas4324          Pavarde4324         4.76                7.50                
Vardas2237          Pavarde2237         4.76                7.50                
Vardas5009          Pavarde5009         4.75                5.00                
Vardas4391          Pavarde4391         4.75                2.00                
Vardas2689          Pavarde2689         4.75                6.00                
Vardas2723          Pavarde2723         4.75                5.50                
Vardas8041          Pavarde8041         4.75                5.50                
Vardas5330          Pavarde5330         4.75                6.00                
Vardas357           Pavarde357          4.75                5.50                
Vardas8757          Pavarde8757         4.75                5.50                
Vardas5224          Pavarde5224         4.75                5.50                
Vardas6043          Pavarde6043         4.75                5.00                
Vardas7176          Pavarde7176         4.75                5.00                
Vardas4302          Pavarde4302         4.75                5.00                
Vardas9285          Pavarde9285         4.75                5.50                
Vardas2014          Pavarde2014         4.75                6.00                
Vardas2086          Pavarde2086         4.75                5.50                
Vardas4692          Pavarde4692         4.75                6.00                
Vardas5841          Pavarde5841         4.75                6.00                
Vardas7213          Pavarde7213         4.75                6.00                
Vardas9756          Pavarde9756         4.75                5.50                
Vardas8623          Pavarde8623         4.75                6.00                
Vardas4076          Pavarde4076         4.75                7.00                
Vardas1599          Pavarde1599         4.75                5.00                
Vardas2371          Pavarde2371         4.75                5.00                
Vardas7930          Pavarde7930         4.75                5.00                
Vardas7579          Pavarde7579         4.75                5.00                
Vardas7768          Pavarde7768         4.75                5.50                
Vardas1204          Pavarde1204         4.75                5.00                
Vardas2365          Pavarde2365         4.75                6.00                
Vardas1688          Pavarde1688         4.75                6.00                
Vardas8273          Pavarde8273         4.75                5.50                
Vardas2871          Pavarde2871         4.75                5.50                
Vardas7835          Pavarde7835         4.75                6.00                
Vardas2801          Pavarde2801         4.75                6.00                
Vardas300           Pavarde300          4.75                6.00                
Vardas4873          Pavarde4873         4.75                6.00                
Vardas2983          Pavarde2983         4.75                5.00                
Vardas8092          Pavarde8092         4.75                6.50                
Vardas5800          Pavarde5800         4.75                6.00                
Vardas4510          Pavarde4510         4.75                6.00                
Vardas6677          Pavarde6677         4.75                5.00                
Vardas6165          Pavarde6165         4.75                5.50                
Vardas2876          Pavarde2876         4.75                7.00                
Vardas6286          Pavarde6286         4.73                4.00                
Vardas5442          Pavarde5442         4.73                4.50                
Vardas8189          Pavarde8189         4.73                4.00                
Vardas296           Pavarde296          4.73                4.00                
Vardas8906          Pavarde8906         4.73                4.00                
Vardas2891          Pavarde2891         4.73                3.50                
Vardas2100          Pavarde2100         4.73                4.00                
Vardas1243          Pavarde1243         4.73                5.00                
Vardas6338          Pavarde6338         4.73                4.00                
Vardas38            Pavarde38           4.73                4.00                
Vardas6473          Pavarde6473         4.73                4.00                
Vardas7908          Pavarde7908         4.73                7.50                
Vardas5134          Pavarde5134         4.73                3.50                
Vardas114           Pavarde114          4.72                6.00                
Vardas1755          Pavarde1755         4.72                5.50                
Vardas5571          Pavarde5571         4.72                5.00                
Vardas7927          Pavarde7927         4.72                5.00                
Vardas320           Pavarde320          4.72                5.50                
Vardas7660          Pavarde7660         4.72                5.00                
Vardas7707          Pavarde7707         4.72                5.50                
Vardas6242          Pavarde6242         4.72                6.00                
Vardas1201          Pavarde1201         4.72                5.50                
